"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
6,"Chemical Products",630,"Pharmaceutical products",63002,"Vaccines, blood, antisera, toxins and cultures",1622495
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",37689
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",64133528
6,"Chemical Products",630,"Pharmaceutical products",63005,"Bandages",20464671
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",658568
6,"Chemical Products",631,"Fertilizers",63101,"Animal or Vegetable Fertilizers",175080
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",1426994
6,"Chemical Products",631,"Fertilizers",63104,"Potassic Fertilizers",1744494
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",18953691
6,"Chemical Products",632,"Paints, dyes, & varnishes",63201,"Vegetable Tanning Extracts",149
6,"Chemical Products",632,"Paints, dyes, & varnishes",63202,"Synthetic Tanning Extracts",3608
6,"Chemical Products",632,"Paints, dyes, & varnishes",63203,"Vegetable or Animal Dyes",519923
6,"Chemical Products",632,"Paints, dyes, & varnishes",63204,"Synthetic Coloring Matter",2445751
6,"Chemical Products",632,"Paints, dyes, & varnishes",63205,"Lake Pigments",177184
6,"Chemical Products",632,"Paints, dyes, & varnishes",63206,"Other Coloring Matter",1522318
6,"Chemical Products",632,"Paints, dyes, & varnishes",63207,"Prepared Pigments",1298850
6,"Chemical Products",632,"Paints, dyes, & varnishes",63208,"Nonaqueous Paints",4152007
6,"Chemical Products",632,"Paints, dyes, & varnishes",63209,"Aqueous Paints",1877446
6,"Chemical Products",632,"Paints, dyes, & varnishes",63210,"Other Paints",1178
6,"Chemical Products",632,"Paints, dyes, & varnishes",63211,"Prepared Paint Driers",1080
6,"Chemical Products",632,"Paints, dyes, & varnishes",63212,"Nonaqueous Pigments",1096258
6,"Chemical Products",632,"Paints, dyes, & varnishes",63213,"Artistry Paints",39509
6,"Chemical Products",632,"Paints, dyes, & varnishes",63214,"Glaziers Putty",2319755
6,"Chemical Products",632,"Paints, dyes, & varnishes",63215,"Ink",239744343
6,"Chemical Products",633,"Perfumery & cosmetics",63301,"Essential Oils",1657865
6,"Chemical Products",633,"Perfumery & cosmetics",63302,"Scented Mixtures",3790884
6,"Chemical Products",633,"Perfumery & cosmetics",63303,"Perfumes",3632410
6,"Chemical Products",633,"Perfumery & cosmetics",63304,"Beauty Products",28236888
6,"Chemical Products",633,"Perfumery & cosmetics",63305,"Hair Products",10740791
6,"Chemical Products",633,"Perfumery & cosmetics",63306,"Dental Products",1489413
6,"Chemical Products",633,"Perfumery & cosmetics",63307,"Shaving Products",105486269
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63401,"Soap",29189995
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63402,"Cleaning Products",62496119
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63403,"Lubricating Products",3383476
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63404,"Waxes",2335660
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63405,"Polishes and Creams",110520
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63406,"Candles",32407
6,"Chemical Products",634,"Soap, cleaners, candles, dental, modelling pastes",63407,"Pastes and Waxes",1533412
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63501,"Casein",9828
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63502,"Water Soluble Proteins",31772
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63503,"Gelatin",41624
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63504,"Peptones",51029
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63505,"Dextrins",213576
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63506,"Glues",5401329
6,"Chemical Products",635,"Glues, starches, & albuminoid products",63507,"Enzymes",671375
6,"Chemical Products",636,"Explosives, matches, & fireworks",63602,"Prepared Explosives",40258756
6,"Chemical Products",636,"Explosives, matches, & fireworks",63603,"Detonating Fuses",7624133
6,"Chemical Products",636,"Explosives, matches, & fireworks",63604,"Fireworks",1888.9999999999998
6,"Chemical Products",636,"Explosives, matches, & fireworks",63605,"Matches",1439
6,"Chemical Products",636,"Explosives, matches, & fireworks",63606,"Pyrophoric Alloys",3191218
6,"Chemical Products",637,"Photo & movie goods",63701,"Photographic Plates",333447.99999999994
6,"Chemical Products",637,"Photo & movie goods",63702,"Photographic Film",1616646
6,"Chemical Products",637,"Photo & movie goods",63703,"Photographic Paper",4015
6,"Chemical Products",637,"Photo & movie goods",63704,"Undeveloped Exposed Photographic Material",497914
6,"Chemical Products",637,"Photo & movie goods",63705,"Developed Exposed Photographic Material",2281
6,"Chemical Products",637,"Photo & movie goods",63707,"Photographic Chemicals",348645
6,"Chemical Products",638,"Chemical products n.e.s.",63801,"Artificial Graphite",12478
6,"Chemical Products",638,"Chemical products n.e.s.",63802,"Activated Carbon",184377732
6,"Chemical Products",638,"Chemical products n.e.s.",63804,"Wood Pulp Lyes",6942
6,"Chemical Products",638,"Chemical products n.e.s.",63805,"Turpentine",386
6,"Chemical Products",638,"Chemical products n.e.s.",63806,"Rosin",1506
6,"Chemical Products",638,"Chemical products n.e.s.",63807,"Wood Tar, Oils and Pitch",6.999999999999999
6,"Chemical Products",638,"Chemical products n.e.s.",63808,"Pesticides",17961965
6,"Chemical Products",638,"Chemical products n.e.s.",63809,"Dyeing Finishing Agents",2101530
6,"Chemical Products",638,"Chemical products n.e.s.",63810,"Metal Pickling Preparations",948547
6,"Chemical Products",638,"Chemical products n.e.s.",63811,"Antiknock",28723018
6,"Chemical Products",638,"Chemical products n.e.s.",63812,"Prepared Rubber Accelerators",395376
6,"Chemical Products",638,"Chemical products n.e.s.",63813,"Fire Extinguishers Preparations",14336
6,"Chemical Products",638,"Chemical products n.e.s.",63814,"Organic Composite Solvents",289546
6,"Chemical Products",638,"Chemical products n.e.s.",63815,"Reaction and Catalytic Products",264942
6,"Chemical Products",638,"Chemical products n.e.s.",63816,"Refractory Cements",140008
6,"Chemical Products",638,"Chemical products n.e.s.",63818,"Disc Chemicals for Electronics",3128539
6,"Chemical Products",638,"Chemical products n.e.s.",63819,"Hydraulic Brake Fluid",41959.00000000001
6,"Chemical Products",638,"Chemical products n.e.s.",63820,"Antifreeze",24304
6,"Chemical Products",638,"Chemical products n.e.s.",63821,"Micro-Organism Culture Preparations",36549
6,"Chemical Products",638,"Chemical products n.e.s.",63822,"Laboratory Reagents",5853125
6,"Chemical Products",638,"Chemical products n.e.s.",63823,"Industrial Fatty Acids, Oils and Alcohols",73187402
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73901,"Ethylene Polymers",44765354
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73902,"Propylene Polymers",64074964.00000001
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73903,"Styrene Polymers",19425055
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73904,"Vinyl Chloride Polymers",42733332
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73905,"Other Vinyl Polymers",104135
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73906,"Acrylic Polymers",1187902
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73907,"Polyacetals",40775329
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73908,"Polyamides",8885377
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73909,"Amino-resins",3985670
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73910,"Silicone",751402
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73911,"Petroleum Resins",545510
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73912,"Cellulose",74831
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73913,"Natural Polymers",63254.00000000001
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73914,"Polymer Ion-Exchangers",809783
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73915,"Scrap Plastic",80988551
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73916,"Monofilament",1017088
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73917,"Plastic Pipes",74525729
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73918,"Plastic Floor Coverings",350332
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73919,"Self-adhesive Plastics",8505440
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73920,"Raw Plastic Sheeting",53045847
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73921,"Other Plastic Sheetings",16369457
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73922,"Plastic Wash Basins",61435244.00000001
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73923,"Plastic Lids",125272519
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73924,"Plastic Housewares",87052964
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73925,"Plastic Building Materials",107544183
7,"Plastics and Rubbers",739,"Plastics & articles thereof",73926,"Other Plastic Products",199112146
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74001,"Rubber",201065513
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74002,"Synthetic Rubber",7010750
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74003,"Reclaimed Rubber",2610.9999999999995
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74004,"Scrap Rubber",86571
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74005,"Compounded Unvulcanised Rubber",1618153
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74006,"Unvulcanised Rubber Products",754909
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74007,"Rubber Thread",1983.9999999999998
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74008,"Rubber Sheets",18684983
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74009,"Rubber Pipes",5558929
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74010,"Rubber Belting",1475211
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74011,"Rubber Tires",473116853
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74012,"Used Rubber Tires",328090
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74013,"Rubber Inner Tubes",78254
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74014,"Pharmaceutical Rubber Products",458463
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74015,"Rubber Apparel",301907
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74016,"Other Rubber Products",101654669
7,"Plastics and Rubbers",740,"Rubber & articles thereof",74017,"Hard Rubber",4207099
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84101,"Equine and Bovine Hides",16086
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84102,"Sheep Hides",539
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84104,"Tanned Equine and Bovine Hides",885568
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84105,"Tanned Sheep Hides",233925
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84106,"Tanned Goat Hides",85579
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84107,"Leather of Other Animals",79572
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84109,"Patent Leather",14094
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84110,"Leather Waste",237
8,"Animal Hides",841,"Raw hides & skin (non-fur)",84111,"Leather Sheets",419412
8,"Animal Hides",842,"Leather articles",84201,"Saddlery",3136883
8,"Animal Hides",842,"Leather articles",84202,"Trunks and Cases",915975088
8,"Animal Hides",842,"Leather articles",84203,"Leather Apparel",98891729
8,"Animal Hides",842,"Leather articles",84205,"Other Leather Articles",2629480
8,"Animal Hides",843,"Furskins, articifial fur, & articles",84301,"Raw Furskins",50
8,"Animal Hides",843,"Furskins, articifial fur, & articles",84302,"Tanned Furskins",79514
8,"Animal Hides",843,"Furskins, articifial fur, & articles",84303,"Furskin Apparel",10362211
8,"Animal Hides",843,"Furskins, articifial fur, & articles",84304,"Artificial Fur",165939
9,"Wood Products",944,"Wood, wood articles, & charcoal",94401,"Fuel Wood",1144589
9,"Wood Products",944,"Wood, wood articles, & charcoal",94402,"Wood Charcoal",68821507
9,"Wood Products",944,"Wood, wood articles, & charcoal",94403,"Rough Wood",87385
9,"Wood Products",944,"Wood, wood articles, & charcoal",94404,"Wood Stakes",31729
9,"Wood Products",944,"Wood, wood articles, & charcoal",94407,"Sawn Wood",87609885
9,"Wood Products",944,"Wood, wood articles, & charcoal",94408,"Veneer Sheets",2728457
9,"Wood Products",944,"Wood, wood articles, & charcoal",94409,"Shaped Wood",19147204
9,"Wood Products",944,"Wood, wood articles, & charcoal",94410,"Particle Board",624134
9,"Wood Products",944,"Wood, wood articles, & charcoal",94411,"Wood Fiberboard",11943197
9,"Wood Products",944,"Wood, wood articles, & charcoal",94412,"Plywood",16276813
9,"Wood Products",944,"Wood, wood articles, & charcoal",94413,"Densified Wood",3442
9,"Wood Products",944,"Wood, wood articles, & charcoal",94414,"Wood Frames",1889267
9,"Wood Products",944,"Wood, wood articles, & charcoal",94415,"Wood Crates",551944
9,"Wood Products",944,"Wood, wood articles, & charcoal",94416,"Wood Barrels",245967
9,"Wood Products",944,"Wood, wood articles, & charcoal",94417,"Wooden Tool Handles",94424
9,"Wood Products",944,"Wood, wood articles, & charcoal",94418,"Wood Carpentry",832396535
9,"Wood Products",944,"Wood, wood articles, & charcoal",94419,"Wood Kitchenware",20575595
9,"Wood Products",944,"Wood, wood articles, & charcoal",94420,"Wood Ornaments",27339158
9,"Wood Products",944,"Wood, wood articles, & charcoal",94421,"Other Wood Articles",15666493
9,"Wood Products",945,"Cork & cork articles",94501,"Raw Cork",687513
9,"Wood Products",945,"Cork & cork articles",94503,"Natural Cork Articles",20261
9,"Wood Products",945,"Cork & cork articles",94504,"Agglomerated Cork",525403
9,"Wood Products",946,"Straw & esparto manufactures",94601,"Plaiting Products",3119598
9,"Wood Products",946,"Straw & esparto manufactures",94602,"Basketwork",57908242.00000001
10,"Paper Goods",1047,"Wood pulp & paper scrap",104701,"Mechanical Wood Pulp",32126.999999999996
10,"Paper Goods",1047,"Wood pulp & paper scrap",104703,"Sulfate Chemical Woodpulp",15216335
10,"Paper Goods",1047,"Wood pulp & paper scrap",104705,"Semi chemical Woodpulp",6068
10,"Paper Goods",1047,"Wood pulp & paper scrap",104706,"Recovered Paper Pulp",165808866
10,"Paper Goods",1047,"Wood pulp & paper scrap",104707,"Recovered Paper",27454653
10,"Paper Goods",1048,"Paper articles",104801,"Newsprint",99886
10,"Paper Goods",1048,"Paper articles",104802,"Uncoated Paper",1167399
10,"Paper Goods",1048,"Paper articles",104803,"Tissue",4507678
10,"Paper Goods",1048,"Paper articles",104804,"Kraft Paper",1149084
10,"Paper Goods",1048,"Paper articles",104805,"Other Uncoated Paper",11663278
10,"Paper Goods",1048,"Paper articles",104806,"Vegetable Parchment",43190
10,"Paper Goods",1048,"Paper articles",104807,"Composite Paper",599
10,"Paper Goods",1048,"Paper articles",104808,"Corrugated Paper",939447
10,"Paper Goods",1048,"Paper articles",104809,"Carbon Paper",14101
10,"Paper Goods",1048,"Paper articles",104810,"Kaolin Coated Paper",3034341
10,"Paper Goods",1048,"Paper articles",104811,"Cellulose Fibers Paper",3116737
10,"Paper Goods",1048,"Paper articles",104812,"Paper Pulp Filter Blocks",80691
10,"Paper Goods",1048,"Paper articles",104813,"Cigarette Paper",59310902
10,"Paper Goods",1048,"Paper articles",104814,"Wallpaper",4014735
10,"Paper Goods",1048,"Paper articles",104816,"Other Carbon Paper",17042
10,"Paper Goods",1048,"Paper articles",104817,"Letter Stock",584702
10,"Paper Goods",1048,"Paper articles",104818,"Toilet Paper",47040089
10,"Paper Goods",1048,"Paper articles",104819,"Paper Containers",23130098
10,"Paper Goods",1048,"Paper articles",104820,"Paper Notebooks",477358
10,"Paper Goods",1048,"Paper articles",104821,"Paper Labels",6230582
10,"Paper Goods",1048,"Paper articles",104822,"Paper Spools",24078
10,"Paper Goods",1048,"Paper articles",104823,"Shaped Paper",11838949
10,"Paper Goods",1049,"Books, newspapers, & other prints",104901,"Brochures",2295740
10,"Paper Goods",1049,"Books, newspapers, & other prints",104902,"Newspapers",180565
10,"Paper Goods",1049,"Books, newspapers, & other prints",104903,"Children's Picture Books",39459
10,"Paper Goods",1049,"Books, newspapers, & other prints",104904,"Sheet Music",4625
10,"Paper Goods",1049,"Books, newspapers, & other prints",104905,"Maps",86894
10,"Paper Goods",1049,"Books, newspapers, & other prints",104906,"Architectural Plans",17644
10,"Paper Goods",1049,"Books, newspapers, & other prints",104907,"Documents of title (bonds etc) and unused stamps",512090.00000000006
10,"Paper Goods",1049,"Books, newspapers, & other prints",104908,"Decals",66052
10,"Paper Goods",1049,"Books, newspapers, & other prints",104909,"Postcards",3079558
10,"Paper Goods",1049,"Books, newspapers, & other prints",104910,"Calendars",159057
10,"Paper Goods",1049,"Books, newspapers, & other prints",104911,"Other Printed Material",1184940
11,"Textiles",1150,"Silk",115001,"Silk-worm Cocoons",6957
11,"Textiles",1150,"Silk",115006,"Retail Silk Yarn",28.999999999999996
11,"Textiles",1150,"Silk",115007,"Silk Fabrics",211698
11,"Textiles",1151,"Wool & animal hair",115102,"Animal Hair",66
11,"Textiles",1151,"Wool & animal hair",115105,"Prepared Wool or Animal Hair",1666
11,"Textiles",1151,"Wool & animal hair",115106,"Non-Retail Carded Wool Yarn",7212.000000000001
11,"Textiles",1151,"Wool & animal hair",115107,"Non-Retail Combed Wool Yarn",8070
11,"Textiles",1151,"Wool & animal hair",115109,"Retail Wool or Animal Hair Yarn",16237
11,"Textiles",1151,"Wool & animal hair",115111,"Carded Wool or Animal Hair Fabric",98822
11,"Textiles",1151,"Wool & animal hair",115112,"Combed Wool or Animal Hair Fabric",62851
11,"Textiles",1151,"Wool & animal hair",115113,"Horsehair Fabric",2200
11,"Textiles",1152,"Cotton",115201,"Raw Cotton",1014345.0000000001
11,"Textiles",1152,"Cotton",115202,"Cotton Waste",947252
11,"Textiles",1152,"Cotton",115203,"Prepared Cotton",247821
11,"Textiles",1152,"Cotton",115204,"Cotton Sewing Thread",66524
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",53869
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",2476372
11,"Textiles",1152,"Cotton",115207,"Retail Cotton Yarn",247489
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",1977983.9999999998
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",114720
11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",255228
11,"Textiles",1152,"Cotton",115211,"Heavy Mixed Woven Cotton",5594
11,"Textiles",1152,"Cotton",115212,"Other Cotton Fabrics",26113
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115301,"Flax Fibers",1317
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115302,"Hemp Fibers",539
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115303,"Jute and Other Textile Fibers",93915
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115305,"Coconut and Other Vegetable Fibers",34333269
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115306,"Flax Yarn",4
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115307,"Jute Yarn",124
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115308,"Other Vegetable Fibers Yarn",124943
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115309,"Flax Woven Fabric",80775
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115310,"Jute Woven Fabric",25448
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115311,"Other Vegetable Fibers Fabric",1161657
11,"Textiles",1154,"Man-made filaments",115401,"Artificial Filament Sewing Thread",31033
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",1406681
11,"Textiles",1154,"Man-made filaments",115403,"Non-Retail Artificial Filament Yarn",74290
11,"Textiles",1154,"Man-made filaments",115404,"Synthetic Monofilament",48130
11,"Textiles",1154,"Man-made filaments",115406,"Retail Artificial Filament Yarn",66595
11,"Textiles",1154,"Man-made filaments",115407,"Synthetic Filament Yarn Woven Fabric",10304133
11,"Textiles",1154,"Man-made filaments",115408,"Artificial Filament Yarn Woven Fabric",7118
11,"Textiles",1155,"Man-made staple fibres",115501,"Synthetic Filament Tow",9847
11,"Textiles",1155,"Man-made staple fibres",115502,"Artificial Filament Tow",3151743
11,"Textiles",1155,"Man-made staple fibres",115503,"Unprocessed Synthetic Staple Fibers",193485
11,"Textiles",1155,"Man-made staple fibres",115504,"Unprocessed Artificial Staple Fibers",241108
11,"Textiles",1155,"Man-made staple fibres",115505,"Artificial Fibers Waste",309542
11,"Textiles",1155,"Man-made staple fibres",115506,"Processed Synthetic Staple Fibers",16112
11,"Textiles",1155,"Man-made staple fibres",115507,"Processed Artificial Staple Fibers",19
11,"Textiles",1155,"Man-made staple fibres",115508,"Non-Retail Artificial Staple Fibers Sewing Thread",65097.99999999999
11,"Textiles",1155,"Man-made staple fibres",115509,"Non-Retail Synthetic Staple Fibers Yarn",17387346
11,"Textiles",1155,"Man-made staple fibres",115510,"Non-Retail Artificial Staple Fibers Yarn",6611
11,"Textiles",1155,"Man-made staple fibres",115511,"Retail Artificial Staple Fibers Yarn",913
11,"Textiles",1155,"Man-made staple fibres",115512,"Synthetic Fabrics",206912
11,"Textiles",1155,"Man-made staple fibres",115513,"Light Synthetic Cotton Fabrics",10296
11,"Textiles",1155,"Man-made staple fibres",115514,"Heavy Synthetic Cotton Fabrics",6072.999999999999
11,"Textiles",1155,"Man-made staple fibres",115515,"Other Synthetic Fabrics",189244
11,"Textiles",1155,"Man-made staple fibres",115516,"Woven Fabric of Synthetic Staple Fibers",34336
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115601,"Wadding",27268681
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115602,"Felt",112599
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115603,"Non-woven Textiles",19737065
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115604,"Rubber Textiles",15637
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115606,"Gimp Yarn",487.00000000000006
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115607,"Twine and Rope",14520675
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",31598019
11,"Textiles",1156,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",115609,"Other Articles of Twine and Rope",6573863
11,"Textiles",1157,"Carpets & textile floor covers",115701,"Knotted Carpets",87061
11,"Textiles",1157,"Carpets & textile floor covers",115702,"Hand-Woven Rugs",1181641
11,"Textiles",1157,"Carpets & textile floor covers",115703,"Tufted Carpets",90444
11,"Textiles",1157,"Carpets & textile floor covers",115705,"Other Carpets",38680
11,"Textiles",1158,"Special woven fabrics and tapestries",115801,"Woven Fabrics",43645.00000000001
11,"Textiles",1158,"Special woven fabrics and tapestries",115802,"Terry Fabric",4952
11,"Textiles",1158,"Special woven fabrics and tapestries",115803,"Gauze",162.99999999999997
11,"Textiles",1158,"Special woven fabrics and tapestries",115804,"Tulles and Net Fabric",339215.99999999994
11,"Textiles",1158,"Special woven fabrics and tapestries",115805,"Hand-Woven Tapestries",330362
11,"Textiles",1158,"Special woven fabrics and tapestries",115806,"Narrow Woven Fabric",30387569
11,"Textiles",1158,"Special woven fabrics and tapestries",115807,"Labels",134385
11,"Textiles",1158,"Special woven fabrics and tapestries",115808,"Ornamental Trimmings",2645128
11,"Textiles",1158,"Special woven fabrics and tapestries",115809,"Metallic Fabric",11344
11,"Textiles",1158,"Special woven fabrics and tapestries",115810,"Embroidery",365477
11,"Textiles",1158,"Special woven fabrics and tapestries",115811,"Quilted Textiles",159954
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115901,"Gum Coated Textile Fabric",42691
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115902,"Polyamide Fabric",5133.999999999999
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115903,"Plastic Coated Textile Fabric",44689796
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115904,"Linoleum",3515.0000000000005
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115905,"Textile Wall Coverings",395449
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115906,"Rubber Textile Fabric",2792181
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115907,"Coated Textile Fabric",207532
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115908,"Textile Wicks",1227471.0000000002
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115909,"Hose Piping Textiles",1430777.9999999998
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115910,"Conveyor Belt Textiles",336285
11,"Textiles",1159,"Coated, covered, & laminated fabrics for industrial use",115911,"Textiles for technical uses",7970787
11,"Textiles",1160,"Knitted fabrics",116001,"Pile Fabric",75011
11,"Textiles",1160,"Knitted fabrics",116002,"Light Rubberized Knitted Fabric",3949967
11,"Textiles",1161,"Knitted clothing accesories",116101,"Knit Men's Coats",13525007
11,"Textiles",1161,"Knitted clothing accesories",116102,"Knit Women's Coats",27279722
11,"Textiles",1161,"Knitted clothing accesories",116103,"Knit Men's Suits",113409340
11,"Textiles",1161,"Knitted clothing accesories",116104,"Knit Women's Suits",155017280
11,"Textiles",1161,"Knitted clothing accesories",116105,"Knit Men's Shirts",46008257
11,"Textiles",1161,"Knitted clothing accesories",116106,"Knit Women's Shirts",64620842.00000001
11,"Textiles",1161,"Knitted clothing accesories",116107,"Knit Men's Undergarments",41028447
11,"Textiles",1161,"Knitted clothing accesories",116108,"Knit Women's Undergarments",59876913
11,"Textiles",1161,"Knitted clothing accesories",116109,"Knit T-shirts",71983998
11,"Textiles",1161,"Knitted clothing accesories",116110,"Knit Sweaters",129040762
11,"Textiles",1161,"Knitted clothing accesories",116111,"Knit Babies' Garments",12182098
11,"Textiles",1161,"Knitted clothing accesories",116112,"Knit Active Wear",8162634
11,"Textiles",1161,"Knitted clothing accesories",116113,"Garments of Impregnated Fabric",3203681
11,"Textiles",1161,"Knitted clothing accesories",116114,"Other Knit Garments",26209762
11,"Textiles",1161,"Knitted clothing accesories",116115,"Knit Socks and Hosiery",42739342
11,"Textiles",1161,"Knitted clothing accesories",116116,"Knit Gloves",30457615
11,"Textiles",1161,"Knitted clothing accesories",116117,"Other Knit Clothing Accessories",8848636
11,"Textiles",1162,"Non-knitted clothing accesories",116201,"Non-Knit Men's Coats",27854178
11,"Textiles",1162,"Non-knitted clothing accesories",116202,"Non-Knit Women's Coats",39206943
11,"Textiles",1162,"Non-knitted clothing accesories",116203,"Non-Knit Men's Suits",89034767
11,"Textiles",1162,"Non-knitted clothing accesories",116204,"Non-Knit Women's Suits",175472897
11,"Textiles",1162,"Non-knitted clothing accesories",116205,"Non-Knit Men's Shirts",61174777
11,"Textiles",1162,"Non-knitted clothing accesories",116206,"Non-Knit Women's Shirts",37668076
11,"Textiles",1162,"Non-knitted clothing accesories",116207,"Non-Knit Men's Undergarments",2855006
11,"Textiles",1162,"Non-knitted clothing accesories",116208,"Non-Knit Women's Undergarments",9234732
