"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
11,"Textiles",1162,"Non-knitted clothing accesories",116209,"Non-Knit Babies' Garments",9551157
11,"Textiles",1162,"Non-knitted clothing accesories",116210,"Felt or Coated Fabric Garments",7639719
11,"Textiles",1162,"Non-knitted clothing accesories",116211,"Non-Knit Active Wear",36388589
11,"Textiles",1162,"Non-knitted clothing accesories",116212,"Other Women's Undergarments",54814027
11,"Textiles",1162,"Non-knitted clothing accesories",116213,"Handkerchiefs",70334
11,"Textiles",1162,"Non-knitted clothing accesories",116214,"Scarves",738143
11,"Textiles",1162,"Non-knitted clothing accesories",116215,"Neck Ties",276718
11,"Textiles",1162,"Non-knitted clothing accesories",116216,"Non-Knit Gloves",29227838
11,"Textiles",1162,"Non-knitted clothing accesories",116217,"Other Non-Knit Clothing Accessories",3218474
11,"Textiles",1163,"Used clothes & textile articles",116301,"Blankets",190913
11,"Textiles",1163,"Used clothes & textile articles",116302,"House Linens",5072259
11,"Textiles",1163,"Used clothes & textile articles",116303,"Window Dressings",9354042
11,"Textiles",1163,"Used clothes & textile articles",116304,"Bedspreads",449700
11,"Textiles",1163,"Used clothes & textile articles",116305,"Packing Bags",26336546
11,"Textiles",1163,"Used clothes & textile articles",116306,"Awnings, Tents, and Sails",7799040
11,"Textiles",1163,"Used clothes & textile articles",116307,"Other Cloth Articles",45145847
11,"Textiles",1163,"Used clothes & textile articles",116308,"Packaged Sewing Sets",281347
11,"Textiles",1163,"Used clothes & textile articles",116309,"Used Clothing",10667656
11,"Textiles",1163,"Used clothes & textile articles",116310,"Textile Scraps",1551918
12,"Footwear and Headwear",1264,"Footwear",126401,"Waterproof Footwear",2684024
12,"Footwear and Headwear",1264,"Footwear",126402,"Rubber Footwear",4468617
12,"Footwear and Headwear",1264,"Footwear",126403,"Leather Footwear",152365879
12,"Footwear and Headwear",1264,"Footwear",126404,"Textile Footwear",97089588
12,"Footwear and Headwear",1264,"Footwear",126405,"Other Footwear",18461536
12,"Footwear and Headwear",1264,"Footwear",126406,"Footwear Parts",2600707
12,"Footwear and Headwear",1265,"Headgear",126501,"Hat Forms",1844
12,"Footwear and Headwear",1265,"Headgear",126502,"Hat Shapes",257757
12,"Footwear and Headwear",1265,"Headgear",126504,"Hats",282684
12,"Footwear and Headwear",1265,"Headgear",126505,"Knitted Hats",33270022
12,"Footwear and Headwear",1265,"Headgear",126506,"Other Headwear",1127389
12,"Footwear and Headwear",1265,"Headgear",126507,"Headbands and Linings",286069
12,"Footwear and Headwear",1266,"Umbrellas, walking sticks, & whips",126601,"Umbrellas",1834258
12,"Footwear and Headwear",1266,"Umbrellas, walking sticks, & whips",126602,"Walking Sticks",7016
12,"Footwear and Headwear",1266,"Umbrellas, walking sticks, & whips",126603,"Umbrella and Walking Stick Accessories",1116633
12,"Footwear and Headwear",1267,"Feather articles, feathers, artificial flowers, & articles of human hair",126701,"Bird Skins and Feathers",655
12,"Footwear and Headwear",1267,"Feather articles, feathers, artificial flowers, & articles of human hair",126702,"Artificial Vegetation",1537332
12,"Footwear and Headwear",1267,"Feather articles, feathers, artificial flowers, & articles of human hair",126703,"Processed Hair",2782478
12,"Footwear and Headwear",1267,"Feather articles, feathers, artificial flowers, & articles of human hair",126704,"Fake Hair",37704158
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136801,"Curbstones",20621
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136802,"Building Stone",1918869
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136803,"Worked Slate",8961
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136804,"Milling Stones",36916930
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136805,"Abrasive Powder",493053
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136806,"Rock Wool",17275913
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136807,"Asphalt",428739
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136808,"Vegetable Fiber",1906
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136809,"Plaster Articles",1021641
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136810,"Cement Articles",81045110
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136811,"Asbestos Cement Articles",4877788
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136812,"Asbestos Fibres",7563
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136813,"Friction Material",5744126
13,"Stone And Glass",1368,"Stone, plaster, cement, asbestos, mica.",136815,"Other Stone Articles",3139203
13,"Stone And Glass",1369,"Ceramic products",136901,"Bricks",16423979
13,"Stone And Glass",1369,"Ceramic products",136902,"Refractory Bricks",371793
13,"Stone And Glass",1369,"Ceramic products",136903,"Refractory Ceramics",159639
13,"Stone And Glass",1369,"Ceramic products",136904,"Ceramic Bricks",10110
13,"Stone And Glass",1369,"Ceramic products",136905,"Roofing Tiles",37376.00000000001
13,"Stone And Glass",1369,"Ceramic products",136906,"Ceramic Pipes",22375
13,"Stone And Glass",1369,"Ceramic products",136907,"Unglazed Ceramics",45991208.99999999
13,"Stone And Glass",1369,"Ceramic products",136909,"Laboratory Ceramic Ware",2497666
13,"Stone And Glass",1369,"Ceramic products",136910,"Bathroom Ceramics",159610
13,"Stone And Glass",1369,"Ceramic products",136911,"Porcelain Tableware",479058
13,"Stone And Glass",1369,"Ceramic products",136912,"Ceramic Tableware",6483570
13,"Stone And Glass",1369,"Ceramic products",136913,"Ornamental Ceramics",18795380
13,"Stone And Glass",1369,"Ceramic products",136914,"Other Ceramic Articles",1881778.9999999998
13,"Stone And Glass",1370,"Glass & glassware",137001,"Glass Scraps",678567
13,"Stone And Glass",1370,"Glass & glassware",137002,"Glass Balls",80719
13,"Stone And Glass",1370,"Glass & glassware",137003,"Cast or Rolled Glass",21060
13,"Stone And Glass",1370,"Glass & glassware",137004,"Blown Glass",2426387
13,"Stone And Glass",1370,"Glass & glassware",137005,"Float Glass",24729782
13,"Stone And Glass",1370,"Glass & glassware",137006,"Glass with Edge Workings",640239
13,"Stone And Glass",1370,"Glass & glassware",137007,"Safety Glass",452209
13,"Stone And Glass",1370,"Glass & glassware",137008,"Insulating Glass",63735.00000000001
13,"Stone And Glass",1370,"Glass & glassware",137009,"Glass Mirrors",39745945.00000001
13,"Stone And Glass",1370,"Glass & glassware",137010,"Glass Bottles",13397967
13,"Stone And Glass",1370,"Glass & glassware",137011,"Glass Bulbs",604
13,"Stone And Glass",1370,"Glass & glassware",137013,"Interior Decorative Glassware",822141
13,"Stone And Glass",1370,"Glass & glassware",137014,"Signaling Glassware",98315
13,"Stone And Glass",1370,"Glass & glassware",137015,"Eyewear and Clock Glass",3428686
13,"Stone And Glass",1370,"Glass & glassware",137016,"Glass Bricks",218590
13,"Stone And Glass",1370,"Glass & glassware",137017,"Laboratory Glassware",85533
13,"Stone And Glass",1370,"Glass & glassware",137018,"Glass Beads",89948
13,"Stone And Glass",1370,"Glass & glassware",137019,"Glass Fibers",5880717
13,"Stone And Glass",1370,"Glass & glassware",137020,"Other Glass Articles",2197407
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147101,"Pearls",26098687
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147102,"Diamonds",522
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147103,"Precious Stones",10058398
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147104,"Synthetic Reconstructed Jewellery Stones",8614523
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147106,"Silver",39204731
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147107,"Silver Clad Metals",99681
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147108,"Gold",8899813694
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147109,"Gold Clad Metals",90331798
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147110,"Platinum",3290021
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147111,"Platinum Clad Metals",25925001
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147112,"Precious Metal Scraps",680566252
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147113,"Jewellery",30309574
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147114,"Metal-Clad Products",50312
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147115,"Other Precious Metal Products",297590
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147116,"Pearl Products",846167
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147117,"Imitation Jewellery",17311478
14,"Precious Metals",1471,"Precious stones, metals, & pearls",147118,"Coin",69308.99999999999
15,"Metals",1572,"Iron & steel",157201,"Pig Iron",2456
15,"Metals",1572,"Iron & steel",157202,"Ferroalloys",3276276
15,"Metals",1572,"Iron & steel",157204,"Scrap Iron",135458868
15,"Metals",1572,"Iron & steel",157205,"Iron Powder",6858773
15,"Metals",1572,"Iron & steel",157206,"Iron Ingots",51489
15,"Metals",1572,"Iron & steel",157207,"Semi-Finished Iron",118098
15,"Metals",1572,"Iron & steel",157208,"Hot-Rolled Iron",10215967
15,"Metals",1572,"Iron & steel",157209,"Cold-Rolled Iron",254742
15,"Metals",1572,"Iron & steel",157210,"Coated Flat-Rolled Iron",3479933
15,"Metals",1572,"Iron & steel",157211,"Large Flat-Rolled Iron",1844
15,"Metals",1572,"Iron & steel",157212,"Large Coated Flat-Rolled Iron",6108
15,"Metals",1572,"Iron & steel",157213,"Hot-Rolled Iron Bars",52796
15,"Metals",1572,"Iron & steel",157214,"Raw Iron Bars",108011.99999999999
15,"Metals",1572,"Iron & steel",157215,"Other Iron Bars",10108
15,"Metals",1572,"Iron & steel",157216,"Iron Blocks",2142099
15,"Metals",1572,"Iron & steel",157217,"Iron Wire",93443
15,"Metals",1572,"Iron & steel",157218,"Stainless Steel Ingots",12310
15,"Metals",1572,"Iron & steel",157219,"Large Flat-Rolled Stainless Steel",574043
15,"Metals",1572,"Iron & steel",157220,"Flat-Rolled Stainless Steel",126927
15,"Metals",1572,"Iron & steel",157221,"Hot-Rolled Stainless Steel Bars",68316
15,"Metals",1572,"Iron & steel",157222,"Other Stainless Steel Bars",559281
15,"Metals",1572,"Iron & steel",157223,"Stainless Steel Wire",11248991
15,"Metals",1572,"Iron & steel",157224,"Steel Ingots",2197668
15,"Metals",1572,"Iron & steel",157225,"Flat Flat-Rolled Steel",1435003
15,"Metals",1572,"Iron & steel",157226,"Flat-Rolled Iron",1767806
15,"Metals",1572,"Iron & steel",157227,"Steel Bars",875
15,"Metals",1572,"Iron & steel",157228,"Other Steel Bars",3850799.0000000005
15,"Metals",1572,"Iron & steel",157229,"Steel Wire",1558491
15,"Metals",1573,"Iron or steel articles",157301,"Iron Sheet Piling",1945685.9999999998
15,"Metals",1573,"Iron or steel articles",157302,"Iron Railway Products",985763
15,"Metals",1573,"Iron or steel articles",157303,"Cast Iron Pipes",9706874
15,"Metals",1573,"Iron or steel articles",157304,"Iron Pipes",5459780
15,"Metals",1573,"Iron or steel articles",157305,"Other Large Iron Pipes",342965
15,"Metals",1573,"Iron or steel articles",157306,"Other Small Iron Pipes",75292495
15,"Metals",1573,"Iron or steel articles",157307,"Iron Pipe Fittings",29676743
15,"Metals",1573,"Iron or steel articles",157308,"Iron Structures",63084045
15,"Metals",1573,"Iron or steel articles",157309,"Large Iron Containers",2056418
15,"Metals",1573,"Iron or steel articles",157310,"Small Iron Containers",5383870
15,"Metals",1573,"Iron or steel articles",157311,"Iron Gas Containers",2042625
15,"Metals",1573,"Iron or steel articles",157312,"Stranded Iron Wire",10867910
15,"Metals",1573,"Iron or steel articles",157313,"Barbed Wire",48726
15,"Metals",1573,"Iron or steel articles",157314,"Iron Cloth",10602189
15,"Metals",1573,"Iron or steel articles",157315,"Iron Chains",3127375
15,"Metals",1573,"Iron or steel articles",157316,"Iron Anchors",1640962
15,"Metals",1573,"Iron or steel articles",157317,"Iron Nails",7073881.999999999
15,"Metals",1573,"Iron or steel articles",157318,"Iron Fasteners",144995099
15,"Metals",1573,"Iron or steel articles",157319,"Iron Sewing Needles",1144271
15,"Metals",1573,"Iron or steel articles",157320,"Iron Springs",2626416
15,"Metals",1573,"Iron or steel articles",157321,"Iron Stovetops",586504
15,"Metals",1573,"Iron or steel articles",157322,"Iron Radiators",401782
15,"Metals",1573,"Iron or steel articles",157323,"Iron Housewares",2613517
15,"Metals",1573,"Iron or steel articles",157324,"Iron Toiletry",1768142
15,"Metals",1573,"Iron or steel articles",157325,"Other Cast Iron Products",2871126
15,"Metals",1573,"Iron or steel articles",157326,"Other Iron Products",44502634
15,"Metals",1574,"Copper articles",157401,"Precipitated Copper",1061472
15,"Metals",1574,"Copper articles",157402,"Raw Copper",65906063
15,"Metals",1574,"Copper articles",157403,"Refined Copper",1751505283
15,"Metals",1574,"Copper articles",157404,"Scrap Copper",441786688
15,"Metals",1574,"Copper articles",157406,"Copper Powder",823303
15,"Metals",1574,"Copper articles",157407,"Copper Bars",1706912
15,"Metals",1574,"Copper articles",157408,"Copper Wire",51701836
15,"Metals",1574,"Copper articles",157409,"Copper Plating",14297872.000000002
15,"Metals",1574,"Copper articles",157410,"Copper Foil",97859443
15,"Metals",1574,"Copper articles",157411,"Copper Pipes",368175
15,"Metals",1574,"Copper articles",157412,"Copper Pipe Fittings",143423
15,"Metals",1574,"Copper articles",157413,"Stranded Copper Wire",6244960
15,"Metals",1574,"Copper articles",157415,"Copper Fasteners",505053
15,"Metals",1574,"Copper articles",157416,"Copper Springs",2504586
15,"Metals",1574,"Copper articles",157418,"Copper Housewares",8889447
15,"Metals",1574,"Copper articles",157419,"Other Copper Products",3624748
15,"Metals",1575,"Nickel articles",157501,"Nickel Mattes",927186931
15,"Metals",1575,"Nickel articles",157502,"Raw Nickel",341243.00000000006
15,"Metals",1575,"Nickel articles",157503,"Scrap Nickel",2268379
15,"Metals",1575,"Nickel articles",157504,"Nickel Powder",88.00000000000001
15,"Metals",1575,"Nickel articles",157505,"Nickel Bars",6954154
15,"Metals",1575,"Nickel articles",157506,"Nickel Sheets",123122
15,"Metals",1575,"Nickel articles",157507,"Nickel Pipes",33894
15,"Metals",1575,"Nickel articles",157508,"Other Nickel Products",92486
15,"Metals",1576,"Aluminum articles",157601,"Raw Aluminium",15974576.000000002
15,"Metals",1576,"Aluminum articles",157602,"Scrap Aluminium",111291269
15,"Metals",1576,"Aluminum articles",157603,"Aluminium Powder",4420321
15,"Metals",1576,"Aluminum articles",157604,"Aluminium Bars",110294919
15,"Metals",1576,"Aluminum articles",157605,"Aluminium Wire",970231
15,"Metals",1576,"Aluminum articles",157606,"Aluminium Plating",4134503
15,"Metals",1576,"Aluminum articles",157607,"Aluminium Foil",41521426.99999999
15,"Metals",1576,"Aluminum articles",157608,"Aluminium Pipes",336353
15,"Metals",1576,"Aluminum articles",157609,"Aluminium Pipe Fittings",2737759
15,"Metals",1576,"Aluminum articles",157610,"Aluminium Structures",30750123
15,"Metals",1576,"Aluminum articles",157611,"Large Aluminium Containers",643019
15,"Metals",1576,"Aluminum articles",157612,"Aluminium Cans",5572257
15,"Metals",1576,"Aluminum articles",157613,"Aluminium Gas Containers",11321
15,"Metals",1576,"Aluminum articles",157614,"Stranded Aluminium Wire",1583952
15,"Metals",1576,"Aluminum articles",157615,"Aluminium Housewares",279768
15,"Metals",1576,"Aluminum articles",157616,"Other Aluminium Products",22817359
15,"Metals",1578,"Lead articles",157801,"Raw Lead",28776380
15,"Metals",1578,"Lead articles",157802,"Scrap Lead",9332769
15,"Metals",1578,"Lead articles",157804,"Lead Sheets",179027
15,"Metals",1578,"Lead articles",157806,"Other Lead Products",1288217
15,"Metals",1579,"Zinc articles",157901,"Raw Zinc",2162332
15,"Metals",1579,"Zinc articles",157902,"Scrap Waste",2438741
15,"Metals",1579,"Zinc articles",157903,"Zinc Powder",5523386
15,"Metals",1579,"Zinc articles",157905,"Zinc Sheets",25
15,"Metals",1579,"Zinc articles",157907,"Other Zinc Products",589420
15,"Metals",1580,"Tin articles",158001,"Raw Tin",43657982
15,"Metals",1580,"Tin articles",158002,"Scrap Tin",1653914
15,"Metals",1580,"Tin articles",158003,"Tin Bars",1007398
15,"Metals",1580,"Tin articles",158007,"Other Tin Products",1594700
15,"Metals",1581,"Cermet articles",158101,"Tungsten",1243034
15,"Metals",1581,"Cermet articles",158102,"Molybdenum",8090
15,"Metals",1581,"Cermet articles",158103,"Tantalum",373343.99999999994
15,"Metals",1581,"Cermet articles",158104,"Magnesium",131242
15,"Metals",1581,"Cermet articles",158105,"Cobalt",4454372
15,"Metals",1581,"Cermet articles",158107,"Cadmium",1433
15,"Metals",1581,"Cermet articles",158108,"Titanium",305923
15,"Metals",1581,"Cermet articles",158109,"Zirconium",2102271
15,"Metals",1581,"Cermet articles",158111,"Manganese",5075
15,"Metals",1581,"Cermet articles",158112,"Other Metals",8454158
15,"Metals",1581,"Cermet articles",158113,"Cermets",1818
15,"Metals",1582,"Tools & cutlery",158201,"Garden Tools",54596
15,"Metals",1582,"Tools & cutlery",158202,"Hand Saws",10245136
15,"Metals",1582,"Tools & cutlery",158203,"Hand Tools",778796
15,"Metals",1582,"Tools & cutlery",158204,"Wrenches",297111
15,"Metals",1582,"Tools & cutlery",158205,"Other Hand Tools",3404385
15,"Metals",1582,"Tools & cutlery",158206,"Tool Sets",164409
15,"Metals",1582,"Tools & cutlery",158207,"Interchangeable Tool Parts",12041191
15,"Metals",1582,"Tools & cutlery",158208,"Cutting Blades",2400801
15,"Metals",1582,"Tools & cutlery",158209,"Tool Plates",186444
15,"Metals",1582,"Tools & cutlery",158210,"Cooking Hand Tools",12092
15,"Metals",1582,"Tools & cutlery",158211,"Knives",55741
15,"Metals",1582,"Tools & cutlery",158212,"Razor Blades",322645
15,"Metals",1582,"Tools & cutlery",158213,"Scissors",63660
15,"Metals",1582,"Tools & cutlery",158214,"Other Cutlery",404500
15,"Metals",1582,"Tools & cutlery",158215,"Cutlery Sets",325958
15,"Metals",1583,"Miscellaneous metal products",158301,"Padlocks",60297208
15,"Metals",1583,"Miscellaneous metal products",158302,"Metal Mountings",118135058
15,"Metals",1583,"Miscellaneous metal products",158303,"Safes",169768
15,"Metals",1583,"Miscellaneous metal products",158304,"Filing Cabinets",422236
15,"Metals",1583,"Miscellaneous metal products",158305,"Metal Office Supplies",46959
15,"Metals",1583,"Miscellaneous metal products",158306,"Bells and Other Metal Ornaments",5351218
15,"Metals",1583,"Miscellaneous metal products",158307,"Flexible Metal Tubing",1849900.0000000002
15,"Metals",1583,"Miscellaneous metal products",158308,"Other Metal Fasteners",1103017
15,"Metals",1583,"Miscellaneous metal products",158309,"Metal Stoppers",20038464
15,"Metals",1583,"Miscellaneous metal products",158310,"Metal Signs",594239
15,"Metals",1583,"Miscellaneous metal products",158311,"Coated Metal Soldering Products",12516684
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168401,"Nuclear Reactors",49594
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168402,"Steam Boilers",13593389
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168403,"Central Heating Boilers",977980
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168404,"Boiler Plants",2060388
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168405,"Water and Gas Generators",26015
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168406,"Steam Turbines",4950099
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168407,"Spark-Ignition Engines",7894889
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168408,"Combustion Engines",3027964
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168409,"Engine Parts",98468938
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168410,"Hydraulic Turbines",361750
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168411,"Gas Turbines",241154263
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168412,"Other Engines",155607194
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168413,"Liquid Pumps",17094104
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168414,"Air Pumps",357912873
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168415,"Air Conditioners",96973046
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168416,"Liquid Fuel Furnaces",434528.00000000006
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168417,"Industrial Furnaces",2238084
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168418,"Refrigerators",57796263
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168419,"Other Heating Machinery",142117832
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168420,"Rolling Machines",261110
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168421,"Centrifuges",155578511
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168422,"Washing and Bottling Machines",9067217
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168423,"Scales",2633845
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168424,"Liquid Dispersing Machines",32988639
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168425,"Pulley Systems",2756117
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168426,"Cranes",7941617
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168427,"Fork-Lifts",334596
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168428,"Lifting Machinery",9528583
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168429,"Large Construction Vehicles",12761163
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168430,"Other Construction Vehicles",2518799
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168431,"Excavation Machinery",46547078
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168432,"Soil Preparation Machinery",5492843
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168433,"Harvesting Machinery",402673
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168434,"Dairy Machinery",8782097
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168435,"Fruit Pressing Machinery",44456
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168436,"Other Agricultural Machinery",640254
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168437,"Mill Machinery",240140
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168438,"Industrial Food Preperation Machinery",6769862
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168439,"Papermaking Machines",254187
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168440,"Book-binding Machines",43079
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168441,"Other Paper Machinery",3005068
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168442,"Print Production Machinery",170178
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168443,"Industrial Printers",274637564
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168444,"Artificial Textile Machinery",1395
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168445,"Textile Fiber Machinery",2617.9999999999995
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168446,"Looms",191454
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168447,"Knitting Machines",56638.99999999999
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168448,"Knitting Machine Accessories",1046355
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168449,"Felt Machinery",136009
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168450,"Household Washing Machines",335137
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168451,"Textile Processing Machines",422059
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168452,"Sewing Machines",2441889
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168453,"Leather Machinery",58027
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168454,"Casting Machines",11717303
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168455,"Metal-Rolling Mills",198275
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168456,"Non-Mechanical Removal Machinery",3550607
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168457,"Metalworking Transfer Machines",526259
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168458,"Metal Lathes",43018671
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168459,"Drilling Machines",536570
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168460,"Metal Finishing Machines",351010
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168461,"Metalworking Machines",630087
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168462,"Forging Machines",873246
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168463,"Other Non-Metal Removal Machinery",163703
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168464,"Stone Working Machines",296268
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168465,"Woodworking machines",1805354
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168466,"Metalworking Machine Parts",37450974
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168467,"Motor-working Tools",1047460
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168468,"Soldering and Welding Machinery",302447
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168470,"Calculators",172296717
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168471,"Computers",115038917
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168472,"Other Office Machines",181563031
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168473,"Office Machine Parts",10207438036
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168474,"Stone Processing Machines",2408408
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168475,"Glass Working Machines",2366831
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168476,"Vending Machines",16827699
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168477,"Rubberworking Machinery",9280528
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168478,"Tobacco Processing Machines",1060422
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168479,"Machinery Having Individual Functions",154763941
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168480,"Metal Molds",10772039
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168481,"Valves",131480455
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168482,"Ball Bearings",43564496
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168483,"Transmissions",127603983
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168484,"Gaskets",7285368
16,"Machines",1684,"Machinery, mechanical appliances, & parts",168485,"Additive manufacturing machines",21123047
16,"Machines",1685,"Electrical machinery and electronics",168501,"Electric Motors",512748014
16,"Machines",1685,"Electrical machinery and electronics",168502,"Electric Generating Sets",2645016
16,"Machines",1685,"Electrical machinery and electronics",168503,"Electric Motor Parts",81449642
16,"Machines",1685,"Electrical machinery and electronics",168504,"Electrical Transformers",2569716799
16,"Machines",1685,"Electrical machinery and electronics",168505,"Electromagnets",581871445
16,"Machines",1685,"Electrical machinery and electronics",168506,"Batteries",15994281
16,"Machines",1685,"Electrical machinery and electronics",168507,"Electric Batteries",359185329
16,"Machines",1685,"Electrical machinery and electronics",168508,"Vacuum Cleaners",104884
16,"Machines",1685,"Electrical machinery and electronics",168509,"Other Domestic Electric Housewares",1194517675
16,"Machines",1685,"Electrical machinery and electronics",168510,"Hair Trimmers",3721259
16,"Machines",1685,"Electrical machinery and electronics",168511,"Electrical Ignitions",93397317
16,"Machines",1685,"Electrical machinery and electronics",168512,"Electrical Lighting and Signalling Equipment",123000481
16,"Machines",1685,"Electrical machinery and electronics",168513,"Portable Lighting",21993558.999999996
16,"Machines",1685,"Electrical machinery and electronics",168514,"Electric Furnaces",13337853
16,"Machines",1685,"Electrical machinery and electronics",168515,"Electric Soldering Equipment",9145047
16,"Machines",1685,"Electrical machinery and electronics",168516,"Electric Heaters",841261780
