"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","HS6 ID","HS6","Year","Trade Value","Trade Value Growth","Trade Value Growth Value","Trade Value Previous 1","Trade Value Previous 3","Trade Value Previous 5","Trade Value Growth 1","Trade Value Growth Value 1","Trade Value Growth 3","Trade Value Growth Value 3","Trade Value Growth 5","Trade Value Growth Value 5"
5,"Mineral Products",526,"Ores, slag and ash",52620,"Non-Iron and Steel Slag, Ash and Residues",5262019,"Ash or residues containing mainly zinc (not spelter)",2022,2204722,-0.07554523501932375,-180167,2384889,1798243,2187486,-7.554523501932375,-180167,22.604230907613708,406479,0.7879364713648452,17236
5,"Mineral Products",526,"Ores, slag and ash",52620,"Non-Iron and Steel Slag, Ash and Residues",5262020,"Ash or residues containing mainly lead",2022,152576.00000000003,134.7437722419929,151452.00000000003,1124,0,0,13474.37722419929,151452.00000000003,100,152576.00000000003,100,152576.00000000003
5,"Mineral Products",526,"Ores, slag and ash",52620,"Non-Iron and Steel Slag, Ash and Residues",5262030,"Ash or residues containing mainly copper",2022,380655,-0.28693324441580437,-153173,533828,1028382,1297896,-28.693324441580437,-153173,-62.98505808153001,-647727,-70.67137890863367,-917241
5,"Mineral Products",526,"Ores, slag and ash",52620,"Non-Iron and Steel Slag, Ash and Residues",5262040,"Ash or residues containing mainly aluminium",2022,305004,0.15779164578873048,41568,263436,53469,99517.99999999999,15.779164578873047,41568,470.4314649610055,251535,206.4812395747503,205486
5,"Mineral Products",526,"Ores, slag and ash",52620,"Non-Iron and Steel Slag, Ash and Residues",5262090,"Ash or residues containing metals, metal compounds ne",2022,15106252,3.0660023971410877,11390993,3715259,8132238,1327066,306.6002397141088,11390993,85.75762293233424,6974014,1038.319571144163,13779186
5,"Mineral Products",526,"Ores, slag and ash",52621,"Other Slag and Ash",5262100,"Slag and ash nes, including seaweed ash (kelp)",2022,6562,-0.6704499799116111,-13350.000000000004,19912.000000000004,14251,27257.999999999996,-67.04499799116111,-13350.000000000004,-53.95410848361518,-7689,-75.9263335534522,-20695.999999999996
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52701,"Coal Briquettes",5270112,"Bituminous coal, not agglomerated",2022,231538325,9.47857838414844,209441976,22096349,6859099,11859484,947.857838414844,209441976,3275.6376019649233,224679226,1852.3473786886511,219678841
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52701,"Coal Briquettes",5270119,"Coal except anthracite or bituminous, not agglomerate",2022,878864307,0.4726892428701682,282089182,596775125,459037220,330924017,47.26892428701682,282089182,91.45818001424809,419827087,165.57888271977552,547940290
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52701,"Coal Briquettes",5270120,"Coal briquettes, ovoids, similar made solid fuels",2022,2338,10.69,2138,0,200,2,100,2338,1069,2138,116800,2336
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52702,"Lignite",5270210,"Lignite, not agglomerated",2022,449531198.99999994,-0.12421705641306517,-63759454.00000006,513290653,392693610,267132043,-12.421705641306517,-63759454.00000006,14.473774859743694,56837588.99999994,68.28052297717049,182399155.99999994
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52704,"Coke",5270400,"Coke, semi-coke of coal, lignite, peat & retort carbo",2022,12314,-0.007895584917821464,-98,0,12412,0,100,12314,-0.7895584917821463,-98,100,12314
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52707,"Coal Tar Oil",5270730,"Xylole",2022,56349243,0.37018846143811124,15224066,41125177,43109179,65096811,37.018846143811125,15224066,30.712865118586464,13240064,-13.437782689539123,-8747568
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52707,"Coal Tar Oil",5270740,"Naphthalene",2022,3,-0.9999148936170212,-35247,35250,0,0,-99.99148936170212,-35247,100,3,100,3
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52707,"Coal Tar Oil",5270750,"Aromatic hydrocarbon mixtures from coal tar, nes",2022,18215898,-0.03476538510247197,-656092,18871990,21465706,22076581,-3.476538510247197,-656092,-15.139534660541795,-3249808,-17.487685253436663,-3860683
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52707,"Coal Tar Oil",5270799,"Coal tar distillation products nes",2022,5173180,-0.861024244958476,-32050435,37223615,58608550,67690130,-86.1024244958476,-32050435,-91.17333563106406,-53435370,-92.3575564118432,-62516950
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52709,"Crude Petroleum",5270900,"Petroleum oils, oils from bituminous minerals, crude",2022,385479367,0.2858275437114119,85688490,299790877,305680872,291969842,28.58275437114119,85688490,26.1051646699045,79798495,32.02711771854848,93509525
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52710,"Refined Petroleum",5271000,"Oils petroleum, bituminous, distillates, except crude",2022,34234221,1.7352872792145078,21718453,12515768,228322380.99999997,411854330,173.52872792145078,21718453,-85.00619131157362,-194088159.99999997,-91.68778412503275,-377620109
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52711,"Petroleum Gas",5271111,"Natural gas, liquefied",2022,403.99999999999994,-0.9999818135156999,-22213895,22214299,0,0,-99.99818135157,-22213895,100,403.99999999999994,100,403.99999999999994
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52711,"Petroleum Gas",5271112,"Propane, liquefied",2022,4,-0.2,-1,5,62,248,-20,-1,-93.54838709677419,-58,-98.38709677419355,-244
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52711,"Petroleum Gas",5271113,"Butanes, liquefied",2022,2013005.9999999998,2.825931106836859,1486857.9999999998,526148,958928,1297639,282.5931106836859,1486857.9999999998,109.92253850132644,1054077.9999999998,55.1283523383622,715366.9999999998
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52711,"Petroleum Gas",5271114,"Ethylene, propylene, butylene, butadiene, liquefied",2022,8970909,-0.16994715588126766,-1836727,10807636,46192352,58928442,-16.994715588126766,-1836727,-80.57923311633925,-37221443,-84.77660583661792,-49957533
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52711,"Petroleum Gas",5271119,"Petroleum gases & gaseous hydrocarbons nes, liquefied",2022,12486615,0.2657484714908913,2621610,9865005,24254378,38871436,26.57484714908913,2621610,-48.518098464532876,-11767763,-67.87714505839197,-26384821
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52711,"Petroleum Gas",5271129,"Petroleum gases and gaseous hydrocarbons nes, as gas",2022,1517,-0.4236322188449847,-1114.9999999999995,2631.9999999999995,1000003,94172041,-42.36322188449847,-1114.9999999999995,-99.84830045509864,-998486,-99.99838911848582,-94170524
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52712,"Petroleum Jelly",5271220,"Paraffin wax containing <0.75% oil",2022,27.000000000000004,-0.9913985345651481,-3112,0,3139,566,100,27.000000000000004,-99.13985345651481,-3112,-95.22968197879858,-539
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52712,"Petroleum Jelly",5271290,"Mineral waxes nes",2022,492176,-0.056647966097471684,-29555,521731,14975,46142,-5.664796609747168,-29555,3186.6510851419034,477201,966.6551081444238,446034
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52713,"Petroleum Coke",5271320,"Petroleum bitumen",2022,238765,405.75468483816013,238178,587.0000000000001,14388629,0,40575.46848381601,238178,-98.3405993719068,-14149864,100,238765
5,"Mineral Products",527,"Mineral fuels, mineral oils and products of their distillation",52715,"Asphalt Mixtures",5271500,"Bituminous mix, mastic from asphalt, bitumen/tar/pitc",2022,196,0.10112359550561781,17.99999999999997,178.00000000000003,7820,13834,10.11235955056178,17.99999999999997,-97.49360613810741,-7624,-98.58320080959953,-13638
6,"Chemical Products",628,"Inorganic chemicals",62801,"Halogens",6280110,"Chlorine",2022,4029,3.245521601685985,3080,949.0000000000001,2674,1323,324.55216016859845,3080,50.67314884068811,1355,204.53514739229024,2706
6,"Chemical Products",628,"Inorganic chemicals",62802,"Sulfur",6280200,"Sulphur, sublimed or precipitated, colloidal sulphur",2022,1183181,0.1312682320972877,137292.00000000012,1045888.9999999999,221157.99999999997,257286.00000000003,13.12682320972877,137292.00000000012,434.99353403449123,962023,359.8699501721819,925895
6,"Chemical Products",628,"Inorganic chemicals",62803,"Carbon",6280300,"Carbon (carbon blacks and other forms of carbon, nes)",2022,293160,1.0942692631909816,153178,139982,41424,108960,109.42692631909816,153178,607.7056778679026,251736,169.05286343612335,184200
6,"Chemical Products",628,"Inorganic chemicals",62804,"Hydrogen",6280421,"Argon",2022,2642,-0.990245595380503,-268210,270852,727021,963286,-99.02455953805031,-268210,-99.6365992179043,-724379,-99.72573046841748,-960644
6,"Chemical Products",628,"Inorganic chemicals",62804,"Hydrogen",6280429,"Rare gases other than argon",2022,9538192.999999998,268.91320957609366,9502854.999999998,35338,199410,1226991,26891.320957609365,9502854.999999998,4683.206960533573,9338782.999999998,677.3645446462116,8311201.999999998
6,"Chemical Products",628,"Inorganic chemicals",62804,"Hydrogen",6280430,"Nitrogen",2022,2746,-0.31108881083793266,-1239.9999999999995,3985.9999999999995,11418,19917,-31.108881083793268,-1239.9999999999995,-75.95025398493607,-8672,-86.21278304965607,-17171
6,"Chemical Products",628,"Inorganic chemicals",62804,"Hydrogen",6280440,"Oxygen",2022,25501,0.4875459371171907,8358,17143,30209.999999999996,22940,48.75459371171907,8358,-15.587553790135706,-4708.999999999996,11.163905841325196,2561
6,"Chemical Products",628,"Inorganic chemicals",62804,"Hydrogen",6280450,"Boron, tellurium",2022,7815736,-0.018078592799795467,-143899,7959635,5530540,4288209,-1.8078592799795468,-143899,41.31958181298752,2285196,82.26107915915479,3527527
6,"Chemical Products",628,"Inorganic chemicals",62804,"Hydrogen",6280461,"Silicon, >99.99% pure",2022,37422,1.0035335689045937,18744,0,18678,4428628,100,37422,100.35335689045937,18744,-99.15499789099468,-4391206
6,"Chemical Products",628,"Inorganic chemicals",62804,"Hydrogen",6280490,"Selenium",2022,16843031,0.49305129197498154,5562085,11280946,6376143,6745096,49.305129197498154,5562085,164.15704603864748,10466888,149.7078025279403,10097935
6,"Chemical Products",628,"Inorganic chemicals",62805,"Alkaline Metals",6280511,"Sodium",2022,369,,,0,0,0,100,369,100,369,100,369
6,"Chemical Products",628,"Inorganic chemicals",62805,"Alkaline Metals",6280530,"Rare-earth metals, scandium and yttrium",2022,488709,884.3423913043479,488157,552,503209,154975,88434.23913043478,488157,-2.881506491338589,-14500,215.3469914502339,333734
6,"Chemical Products",628,"Inorganic chemicals",62805,"Alkaline Metals",6280540,"Mercury",2022,2,,,0,0,0,100,2,100,2,100,2
6,"Chemical Products",628,"Inorganic chemicals",62806,"Hydrochloric Acid",6280610,"Hydrogen chloride (hydrochloric acid)",2022,4306,-0.0048532470533859265,-21.00000000000091,4327.000000000001,159,1289.0000000000002,-0.4853247053385927,-21.00000000000091,2608.1761006289307,4147,234.05740884406515,3017
6,"Chemical Products",628,"Inorganic chemicals",62806,"Hydrochloric Acid",6280620,"Chlorosulphuric acid",2022,125,,,0,0,0,100,125,100,125,100,125
6,"Chemical Products",628,"Inorganic chemicals",62807,"Sulfuric Acid",6280700,"Sulphuric acid, oleum",2022,47797910,0.13636698099048317,5735873,42062037,39853540,22818969,13.636698099048317,5735873,19.933913022532003,7944370,109.46568620168597,24978941
6,"Chemical Products",628,"Inorganic chemicals",62809,"Phosphoric Acid",6280920,"Phosphoric acid and polyphosphoric acids",2022,68218341,0.37362701664253434,18555412,49662929,260,37832,37.362701664253436,18555412,26237723.46153846,68218081,180219.15045464155,68180509
6,"Chemical Products",628,"Inorganic chemicals",62810,"Boron",6281000,"Oxides of boron, boric acids",2022,1416.9999999999998,3.1923076923076916,1078.9999999999998,0,0,337.99999999999994,100,1416.9999999999998,100,1416.9999999999998,319.2307692307692,1078.9999999999998
6,"Chemical Products",628,"Inorganic chemicals",62811,"Other Inorganic Acids",6281119,"Inorganic acids nes",2022,113,,,0,0,0,100,113,100,113,100,113
6,"Chemical Products",628,"Inorganic chemicals",62811,"Other Inorganic Acids",6281121,"Carbon dioxide",2022,554387,79.38089024213426,547490,6897,41333,362168,7938.089024213426,547490,1241.2696876587715,513054,53.074539992489676,192219
6,"Chemical Products",628,"Inorganic chemicals",62811,"Other Inorganic Acids",6281122,"Silicon dioxide",2022,17812,-0.2282161272152173,-5267,23079,50311,16332,-22.82161272152173,-5267,-64.59621156407147,-32499,9.061964241978938,1480
6,"Chemical Products",628,"Inorganic chemicals",62811,"Other Inorganic Acids",6281129,"Inorganic oxygen compounds of non-metals nes",2022,153277,6.773849977177055,133560,19717,42298,2311,677.3849977177055,133560,262.3741075228143,110979,6532.496754651666,150966
6,"Chemical Products",628,"Inorganic chemicals",62812,"Halides",6281210,"Chlorides and chloride oxides of non-metals",2022,57700,-0.5578544061302682,-72800,130500,42400,83,-55.785440613026815,-72800,36.08490566037736,15300,69418.07228915663,57617
6,"Chemical Products",628,"Inorganic chemicals",62814,"Ammonia",6281410,"Anhydrous ammonia",2022,59353,3.1026474044376857,44886,0,14467,3,100,59353,310.2647404437686,44886,1978333.3333333333,59350
6,"Chemical Products",628,"Inorganic chemicals",62814,"Ammonia",6281420,"Ammonia in aqueous solution",2022,2671.0000000000005,-0.7014308070646099,-6275,8946,16120.000000000002,1712,-70.14308070646099,-6275,-83.43052109181141,-13449.000000000002,56.016355140186946,959.0000000000005
6,"Chemical Products",628,"Inorganic chemicals",62815,"Sodium or Potassium Peroxides",6281511,"Sodium hydroxide (caustic soda) solid",2022,1736.9999999999998,-0.9843493773989512,-109249,110986,10343,2157,-98.43493773989512,-109249,-83.20603306584164,-8606,-19.471488178025044,-420.0000000000002
6,"Chemical Products",628,"Inorganic chemicals",62815,"Sodium or Potassium Peroxides",6281512,"Sodium hydroxide (caustic soda) in aqueous solution",2022,259820,6.1491071182896295,223477,36343,5809,12556,614.9107118289629,223477,4372.71475296953,254011,1969.28958266964,247264
6,"Chemical Products",628,"Inorganic chemicals",62817,"Zinc Oxide and Peroxide",6281700,"Zinc oxide and peroxide",2022,6409117,-0.25588497856688314,-2203956,8613073,1443195,185775,-25.588497856688313,-2203956,344.09223978741613,4965922,3349.9351365899606,6223342
6,"Chemical Products",628,"Inorganic chemicals",62818,"Aluminium Oxide",6281820,"Aluminium oxide, except artificial corundum",2022,5528,0.08818897637795275,448,5080,27670,15370,8.818897637795276,448,-80.02168413444163,-22142,-64.0338321405335,-9842
6,"Chemical Products",628,"Inorganic chemicals",62821,"Iron Oxides and Hydroxides",6282110,"Iron oxides and hydroxides",2022,52258,-0.19584519504501038,-12727,64985,110321,105745,-19.58451950450104,-12727,-52.630958747654574,-58063,-50.58111494633316,-53487
6,"Chemical Products",628,"Inorganic chemicals",62821,"Iron Oxides and Hydroxides",6282120,"Earth colours with >70% iron as Ferrous oxide",2022,27.000000000000004,,,0,0,0,100,27.000000000000004,100,27.000000000000004,100,27.000000000000004
6,"Chemical Products",628,"Inorganic chemicals",62823,"Titanium Oxides",6282300,"Titanium oxides",2022,5847,-0.5116919993318858,-6127,11974,37957,17371,-51.16919993318858,-6127,-84.59572674342019,-32110,-66.34045247826838,-11524
6,"Chemical Products",628,"Inorganic chemicals",62824,"Lead Oxides",6282410,"Lead monoxide (litharge, massicot)",2022,39750,,,0,0,0,100,39750,100,39750,100,39750
6,"Chemical Products",628,"Inorganic chemicals",62824,"Lead Oxides",6282490,"Lead oxides other than monoxide, red and orange lead",2022,134830,10.911829666931707,123511,0,11319,0,100,134830,1091.1829666931708,123511,100,134830
6,"Chemical Products",628,"Inorganic chemicals",62825,"Inorganic Salts",6282540,"Nickel oxides and hydroxides",2022,17285492,0.5737151439073056,6301616,10983876,7518570,6769163,57.37151439073056,6301616,129.90398440128908,9766922,155.3564155568421,10516329
6,"Chemical Products",628,"Inorganic chemicals",62825,"Inorganic Salts",6282560,"Germanium oxides and zirconium dioxide",2022,503,-0.9731289064586783,-18216,0,0,18719,100,503,100,503,-97.31289064586784,-18216
6,"Chemical Products",628,"Inorganic chemicals",62825,"Inorganic Salts",6282570,"Molybdenum oxides and hydroxides",2022,235840,,,0,0,0,100,235840,100,235840,100,235840
6,"Chemical Products",628,"Inorganic chemicals",62825,"Inorganic Salts",6282590,"Metal bases, oxides, hydroxides, peroxides, nes",2022,421.00000000000006,-0.8657525510204082,-2715,3136,1193,1944,-86.57525510204081,-2715,-64.7108130762783,-772,-78.34362139917695,-1523
6,"Chemical Products",628,"Inorganic chemicals",62826,"Fluorides",6282612,"Aluminium fluoride",2022,1,,,0,0,0,100,1,100,1,100,1
6,"Chemical Products",628,"Inorganic chemicals",62826,"Fluorides",6282630,"Sodium hexafluoroaluminate (synthetic cryolite)",2022,17016,,,0,0,0,100,17016,100,17016,100,17016
6,"Chemical Products",628,"Inorganic chemicals",62827,"Chlorides",6282720,"Calcium chloride",2022,54438,17.76525336091003,51537,2901,25590,1253.0000000000002,1776.525336091003,51537,112.73153575615476,28848,4244.61292897047,53185
6,"Chemical Products",628,"Inorganic chemicals",62827,"Chlorides",6282732,"Aluminium chloride",2022,3363,,,0,0,0,100,3363,100,3363,100,3363
6,"Chemical Products",628,"Inorganic chemicals",62828,"Hypochlorites",6282810,"Commercial and other calcium hypochlorite",2022,3,-0.9998341074983411,-18081,18084,8951,16824,-99.9834107498341,-18081,-99.96648419171042,-8948,-99.98216833095577,-16821
6,"Chemical Products",628,"Inorganic chemicals",62828,"Hypochlorites",6282890,"Hypochlorites nes, chlorites & hypobromites of metals",2022,3288,-0.9251246783412657,-40625,43913,41893,2813,-92.51246783412657,-40625,-92.15143341369681,-38605,16.8858869534305,475
6,"Chemical Products",628,"Inorganic chemicals",62829,"Chlorates and Perchlorates",6282990,"Perchlorates, bromates & per-,iodates & per- of metal",2022,22616,,,0,0,0,100,22616,100,22616,100,22616
6,"Chemical Products",628,"Inorganic chemicals",62830,"Sulfides",6283090,"Sulphides of metals nes, polysulphides of metals",2022,35892979,83.58323180574571,35468628,424351,1254724,34522647,8358.32318057457,35468628,2760.62743679088,34638255,3.96937117828769,1370332
6,"Chemical Products",628,"Inorganic chemicals",62833,"Sulfates",6283319,"Sodium sulphates other than disodium sulphate",2022,1716067,-0.015556581774166254,-27118,1743185,1792259,3123441,-1.5556581774166254,-27118,-4.251171287185613,-76192,-45.05844675791859,-1407374
6,"Chemical Products",628,"Inorganic chemicals",62833,"Sulfates",6283321,"Magnesium sulphate",2022,1,-0.888888888888889,-8.000000000000002,9.000000000000002,272,261,-88.8888888888889,-8.000000000000002,-99.63235294117648,-271,-99.61685823754789,-260
6,"Chemical Products",628,"Inorganic chemicals",62833,"Sulfates",6283322,"Aluminium sulphate",2022,1258431,0.5018241271697685,420496,837935,70,0,50.182412716976856,420496,1797658.5714285714,1258361,100,1258431
6,"Chemical Products",628,"Inorganic chemicals",62833,"Sulfates",6283324,"Nickel sulphates",2022,638076,-0.4410750403157637,-503537,1141613,287951,673837,-44.10750403157637,-503537,121.59186806088536,350125,-5.307069810651537,-35761
6,"Chemical Products",628,"Inorganic chemicals",62833,"Sulfates",6283325,"Copper sulphates",2022,8,-0.9999925340052729,-1071516.9999999998,1071524.9999999998,390039,0,-99.9992534005273,-1071516.9999999998,-99.99794892305641,-390031,100,8
6,"Chemical Products",628,"Inorganic chemicals",62833,"Sulfates",6283329,"Sulphates of metals nes",2022,861557,0.9649928270532988,423104,438453,91334,115859,96.49928270532988,423104,843.3036985131496,770223,643.6254412691288,745698
6,"Chemical Products",628,"Inorganic chemicals",62833,"Sulfates",6283330,"Alums",2022,18323,-0.5600614660616101,-23326,41649,26674.000000000004,189747,-56.00614660616101,-23326,-31.307640398890314,-8351.000000000004,-90.34345734056402,-171424
6,"Chemical Products",628,"Inorganic chemicals",62835,"Phosphinates (hypophosphites) and phosphonates (phosphites)",6283510,"Phosphinates and phosphonates",2022,208.00000000000003,-0.9763124928823597,-8573,0,8781,0,100,208.00000000000003,-97.63124928823596,-8573,100,208.00000000000003
6,"Chemical Products",628,"Inorganic chemicals",62835,"Phosphinates (hypophosphites) and phosphonates (phosphites)",6283522,"Mono- or di-sodium phosphates",2022,6,-0.25,-2,8,28912,24,-25,-2,-99.9792473713337,-28906,-75,-18
6,"Chemical Products",628,"Inorganic chemicals",62835,"Phosphinates (hypophosphites) and phosphonates (phosphites)",6283525,"Calcium hydrogen-orthophosphate",2022,13944,1393.4,13934,10,0,51600,139340,13934,100,13944,-72.97674418604652,-37656
6,"Chemical Products",628,"Inorganic chemicals",62835,"Phosphinates (hypophosphites) and phosphonates (phosphites)",6283526,"Calcium phosphates except hydrogen-orthophosphate",2022,456,0.3294460641399417,113,0,343,8000,100,456,32.94460641399417,113,-94.3,-7544
6,"Chemical Products",628,"Inorganic chemicals",62835,"Phosphinates (hypophosphites) and phosphonates (phosphites)",6283529,"Phosphates of metals nes",2022,2157,-0.883713407730875,-16392,18549,317,1830,-88.3713407730875,-16392,580.441640378549,1840,17.868852459016395,327
6,"Chemical Products",628,"Inorganic chemicals",62835,"Phosphinates (hypophosphites) and phosphonates (phosphites)",6283531,"Sodium triphosphate",2022,18.000000000000004,-0.9998840855963474,-155269,0,155287,16430,100,18.000000000000004,-99.98840855963475,-155269,-99.89044430919051,-16412
6,"Chemical Products",628,"Inorganic chemicals",62835,"Phosphinates (hypophosphites) and phosphonates (phosphites)",6283539,"Polyphosphates of metals except sodium triphosphate",2022,38534.00000000001,4.890247630693978,31992.000000000007,6542,648,81601,489.02476306939786,31992.000000000007,5846.6049382716055,37886.00000000001,-52.7775394909376,-43066.99999999999
6,"Chemical Products",628,"Inorganic chemicals",62836,"Carbonates",6283620,"Disodium carbonate",2022,284,-0.9335205992509363,-3988,4272,1519,11482.000000000002,-93.35205992509363,-3988,-81.30348913759052,-1235,-97.52656331649538,-11198.000000000002
6,"Chemical Products",628,"Inorganic chemicals",62836,"Carbonates",6283630,"Sodium bicarbonate",2022,958,-0.9169268123482484,-10574,11532,709,5059,-91.69268123482483,-10574,35.119887165021154,249,-81.06345127495553,-4101
6,"Chemical Products",628,"Inorganic chemicals",62836,"Carbonates",6283650,"Calcium carbonate",2022,6204,0.6391017173051519,2419,3785,41915,113415,63.91017173051519,2419,-85.19861624716688,-35711,-94.52982409734162,-107211
6,"Chemical Products",628,"Inorganic chemicals",62836,"Carbonates",6283691,"Lithium carbonates",2022,6.999999999999999,,,0,0,0,100,6.999999999999999,100,6.999999999999999,100,6.999999999999999
6,"Chemical Products",628,"Inorganic chemicals",62836,"Carbonates",6283699,"Carbonates of metals nes",2022,27260539,0.9890629239945635,13555322,13705217,12329881,7230533,98.90629239945635,13555322,121.0932854907521,14930658,277.01977157147337,20030006
6,"Chemical Products",628,"Inorganic chemicals",62839,"Silicates",6283919,"Silicates of sodium other than metasilicates",2022,10496,1.0763600395647874,5441,5055,1285,23866.999999999996,107.63600395647875,5441,716.8093385214008,9211,-56.02296057317635,-13370.999999999996
6,"Chemical Products",628,"Inorganic chemicals",62839,"Silicates",6283990,"Commercial alkali metal silicates, silicates nes",2022,25119,-0.20054105665181404,-6300.999999999996,31419.999999999996,7190,7997.999999999999,-20.054105665181403,-6300.999999999996,249.36022253129346,17929,214.06601650412605,17121
6,"Chemical Products",628,"Inorganic chemicals",62841,"Oxometallic or Peroxometallic Acid Salts",6284180,"Metallic tungstates (wolframates)",2022,10379663,1.171252767757314,5599168,4780495,13050528,452898,117.1252767757314,5599168,-20.465570435157872,-2670865,2191.8323772681706,9926765
6,"Chemical Products",628,"Inorganic chemicals",62841,"Oxometallic or Peroxometallic Acid Salts",6284190,"Salts of oxymetallic or peroxometallic acids nes",2022,74.00000000000001,-0.9999053425193728,-781691.9999999999,781765.9999999999,777858,543292,-99.99053425193728,-781691.9999999999,-99.99048669551513,-777784,-99.98637933192464,-543218
6,"Chemical Products",628,"Inorganic chemicals",62842,"Other Inorganic Acids Salts",6284290,"Metallic salts of inorganic acids nes, except azides",2022,38205670,-0.04476511459867337,-1790430,39996100,29843715,30065365,-4.476511459867337,-1790430,28.0191490905204,8361955,27.07535730898328,8140305
6,"Chemical Products",628,"Inorganic chemicals",62843,"Precious Metal Compounds",6284390,"Precious metal compounds except gold, silver, amalgam",2022,5400691,1.759809740575306,3443784,1956907,259598,907,175.9809740575306,3443784,1980.4054730776045,5141093,595345.5347298788,5399784
6,"Chemical Products",628,"Inorganic chemicals",62844,"Radioactive Chemicals",6284410,"Natural uranium, its compounds, mixtures",2022,100,-0.9020568070519099,-921,0,1021,5600,100,100,-90.205680705191,-921,-98.21428571428571,-5500
6,"Chemical Products",628,"Inorganic chemicals",62844,"Radioactive Chemicals",6284420,"Uranium (enriched U235), plutonium compounds, alloys",2022,2924,,,0,0,0,100,2924,100,2924,100,2924
6,"Chemical Products",628,"Inorganic chemicals",62844,"Radioactive Chemicals",6284440,"Radio-actives nes, their mixtures and compounds",2022,54385,0.09323175266850263,4638,49747,6529,1840,9.323175266850264,4638,732.9759534385051,47856,2855.7065217391305,52545
6,"Chemical Products",628,"Inorganic chemicals",62846,"Rare-Earth Metal Compounds",6284690,"Compounds, mixes of rare-earths, yttrium, scandium ne",2022,12619075,1.139008268161121,6719576.999999999,5899498.000000001,5391628.000000001,0,113.90082681611212,6719576.999999999,134.0494373870007,7227446.999999999,100,12619075
6,"Chemical Products",628,"Inorganic chemicals",62847,"Hydrogen peroxide",6284700,"Hydrogen peroxide",2022,59206,2.2043080586675328,40729,18477.000000000004,43795,8339,220.43080586675325,40729,35.1889485101039,15411,609.9892073390095,50867
6,"Chemical Products",628,"Inorganic chemicals",62849,"Carbides",6284920,"Silicon carbide",2022,1594,11.356589147286822,1465,0,129,4998,100,1594,1135.6589147286822,1465,-68.10724289715886,-3404
6,"Chemical Products",628,"Inorganic chemicals",62850,"Hydrides and other anions",6285000,"Hydrides, nitrides, azides, silicides and borides",2022,21959,7.471836419753086,19367,2592,103250,0,747.1836419753087,19367,-78.73220338983052,-81291,100,21959
6,"Chemical Products",628,"Inorganic chemicals",62851,"Inorganic Compounds",6285100,"Inorganic compounds,liquid/compressed air,amalgams ne",2022,3269853,0.08958017954556116,268831.99999999953,3001021.0000000005,5392446,2236277,8.958017954556116,268831.99999999953,-39.36234131969055,-2122593,46.21860350931481,1033576
6,"Chemical Products",629,"Organic chemicals",62901,"Acyclic Hydrocarbons",6290110,"Saturated acyclic hydrocarbons",2022,10,-0.7058823529411765,-24,0,34,20748,100,10,-70.58823529411765,-24,-99.95180258338154,-20738
6,"Chemical Products",629,"Organic chemicals",62901,"Acyclic Hydrocarbons",6290121,"Ethylene",2022,24984097,-0.5669716312230059,-32712116,57696213,11273006,44298918,-56.69716312230059,-32712116,121.62763862629009,13711091,-43.60111233416581,-19314821
6,"Chemical Products",629,"Organic chemicals",62901,"Acyclic Hydrocarbons",6290122,"Propene (propylene)",2022,63630287.00000001,-0.32853043581154007,-31132439.999999993,94762727,54473151,134524958,-32.853043581154004,-31132439.999999993,16.810365899340038,9157136.000000007,-52.700013480026506,-70894671
6,"Chemical Products",629,"Organic chemicals",62901,"Acyclic Hydrocarbons",6290123,"Butene (butylene) and isomers thereof",2022,138,0.9436619718309859,67,71,0,0,94.36619718309859,67,100,138,100,138
6,"Chemical Products",629,"Organic chemicals",62901,"Acyclic Hydrocarbons",6290124,"Buta-1, 3-diene and isoprene",2022,25890121.000000004,30.88242226463888,25078071.000000004,0,0,812050,100,25890121.000000004,100,25890121.000000004,3088.242226463888,25078071.000000004
6,"Chemical Products",629,"Organic chemicals",62902,"Cyclic Hydrocarbons",6290219,"Cyclanes, cyclenes and cycloterpenes nes",2022,3435,,,0,0,0,100,3435,100,3435,100,3435
